DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
254553393.72,0,0,0,0,454.66,0,0,0,0,0,
254553391.71,0.45,0.01,0.77,0.19,454.66,0,0,0,0,0,
254553389.69,0.79,0.01,0.99,0.27,454.66,0,0,0,0,0,
254553387.67,0,0,0.03,0,454.53,0,0,0,0,0,
254553385.65,0,0,0,0.1,454.53,0,0,0,0,0,
254553383.64,2.46,0.04,2.27,0.45,349.6,0,0,0,0,0,
254553381.62,0,0,0,0,454.66,0,0,0,0,0,
254553379.61,5.44,0.07,4.13,0.61,454.53,0,0,0,0,0,
254553377.59,0,0,0,0.03,454.53,0,0,0,0,0,
254553375.58,2.43,0.02,4.1,0.58,454.66,0,0,0,0,0,
254553373.56,0,0,0,0,454.78,0,0,0,0,0,
254553371.54,6.46,0.11,4.13,1.12,454.53,0,0,0,0,0,
254553369.53,0,0,0,0,454.66,0,0,0,0,0,
254553367.51,0.03,0.01,0,0,349.86,0,0,0,0,0,
254553365.50,0,0,0,0,454.78,0,0,0,0,0,
254553363.48,1.73,0.01,1.98,0.54,454.53,0,0,0,0,0,
254553361.46,2.73,0.04,2.14,0.22,454.66,0,0,0,0,0,
254553359.45,2.06,0.03,0.9,0.19,454.66,0,0,0,0,0,
254553357.43,0.06,0,0,0,454.78,0,0,0,0,0,
254553355.42,0.48,0.02,0.03,0.13,454.53,0,0,0,0,0,
254553353.41,0.03,0,0,0,454.63,0,0,0,0,0,
254553351.39,5.12,0.06,3.33,0.77,349.6,0,0,0,0,0,
254553349.37,8.1,0.07,6.94,1.23,454.53,0,0,0,0,0,
254553347.36,0,0,0,0,454.66,0,0,0,0,0,
254553345.34,0.06,0,0.16,0.13,454.66,0,0,0,0,0,
254553343.32,0,0,0,0,454.66,0,0,0,0,0,
254553341.31,0,0,0,0,454.66,0,0,0,0,0,
254553339.29,0,0,0,0,454.74,0,0,0,0,0,
254553337.27,0,0,0,0,454.66,0,0,0,0,0,
254553335.26,0,0,0,0,454.77,0,0,0,0,0,
254553333.24,3.07,0.03,3.58,0.29,349.86,0,0,0,0,0,
254553331.22,0,0,0.03,0,454.66,0,0,0,0,0,
254553329.21,0,0,0,0,454.66,0,0,0,0,0,
254553327.19,0,0,0,0,454.66,0,0,0,0,0,
254553325.17,0,0,0,0,454.78,0,0,0,0,0,
254553323.16,0,0,0,0,454.53,0,0,0,0,0,
254553321.14,0,0,0,0,454.66,0,0,0,0,0,
254553319.12,0.06,0,0,0.03,454.53,0,0,0,0,0,
254553317.11,62.02,0.72,60.67,11.42,349.6,0,0,0,0,0,
254553315.09,0,0.01,0.1,0,454.6,0,0,0,0,0,
254553313.07,0.1,0.01,1.02,0.19,454.58,0,0,0,0,0,
254553311.05,0.03,0.01,0.06,0,454.66,0,0,0,0,0,
254553309.03,95.91,0.98,76.09,11.57,454.78,0,0,0,0,0,
254553306.90,126.88,3.28,123.14,26.6,454.66,0,0,0,0,0,
254553304.88,121.48,1.48,113.39,22.51,454.53,0,0,0,0,0,
254553302.86,0,0,0,0,454.63,0,0,0,0,0,
254553300.84,54.98,0.85,59.81,9.84,349.73,0,0,0,0,0,
254553298.82,116.74,2.01,115.71,28.32,454.66,0,0,0,0,0,
254553296.77,48.29,0.91,53.66,15.3,454.66,0,0,0,0,0,
254553294.76,0,0,0,0,454.73,0,0,0,0,0,
254553292.74,0,0,0,0.03,454.78,0,0,0,0,0,
254553290.72,0,0,0,0,454.78,0,0,0,0,0,
254553288.71,0.02,0,0,0,454.73,0,0,0,0,0,
254553286.69,0.48,0,0.77,0.42,454.66,0,0,0,0,0,
254553284.68,0,0,0,0.06,349.73,0,0,0,0,0,
254553282.66,0,0.01,0.03,0.03,454.53,0,0,0,0,0,
254553280.64,0,0,0,0,454.66,0,0,0,0,0,
254553278.63,1.41,0.03,2.14,0.51,454.53,0,0,0,0,0,
254553276.61,0,0,0,0.03,454.6,0,0,0,0,0,
254553274.60,2.34,0.04,1.63,0.61,454.53,0,0,0,0,0,
254553272.58,0,0,0,0,454.53,0,0,0,0,0,
254553270.56,0.03,0,0,0,454.53,0,0,0,0,0,
254553268.55,0,0,0,0,454.53,0,0,0,0,0,
254553266.53,3.14,0.06,1.31,0.86,349.6,0,0,0,0,0,
254553264.52,0,0,0,0,454.53,0,0,0,0,0,
254553262.50,0.76,0.02,0.99,0.29,454.78,0,0,0,0,0,
254553260.48,0,0,0,0,454.69,0,0,0,0,0,
254553258.46,0,0,0,0,454.66,0,0,0,0,0,
254553256.45,0,0,0,0,454.66,0,0,0,0,0,
254553254.43,0.64,0.01,0.96,0.16,454.78,0,0,0,0,0,
254553252.42,0,0,0,0,454.78,0,0,0,0,0,
254553250.40,0,0,0,0,349.86,0,0,0,0,0,
254553248.38,0,0,0.1,0.29,454.78,0,0,0,0,0,
254553246.37,0,0,0,0,454.66,0,0,0,0,0,
254553244.35,0,0,0,0,454.78,0,0,0,0,0,
254553242.33,0,0,0,0,454.53,0,0,0,0,0,
254553240.32,0,0,0,0,454.53,0,0,0,0,0,
254553238.30,0,0,0,0,454.53,0,0,0,0,0,
254553236.28,0,0,0,0,454.53,0,0,0,0,0,
254553234.27,0.03,0,0.06,0.03,349.73,0,0,0,0,0,
254553232.25,0.35,0.01,0.38,0.06,454.53,0,0,0,0,0,
254553230.23,0,0,0,0,454.53,0,0,0,0,0,
254553228.22,0,0,0,0,454.53,0,0,0,0,0,
254553226.20,0,0.01,0,0,454.61,0,0,0,0,0,
254553224.18,3.04,0.05,3.1,0.54,454.78,0,0,0,0,0,
254553222.16,42.91,0.71,51.65,14.75,454.53,0,0,0,0,0,
254553220.14,0,0,0,0,454.53,0,0,0,0,0,
254553218.13,0,0,0.03,0.03,377.22,0,0,0,0,0,
254553216.11,0.06,0,0.51,0.19,430.62,0,0,0,0,0,
254553214.09,0.32,0.01,0.38,0.16,454.61,0,0,0,0,0,
254553212.08,0.45,0,0.48,0.06,454.53,0,0,0,0,0,
254553210.06,2.18,0.03,2.46,0.7,454.66,0,0,0,0,0,
254553208.05,0,0,0,0.03,454.78,0,0,0,0,0,
254553206.04,0.03,0,0.03,0,454.66,0,0,0,0,0,
254553204.02,0.45,0.01,0.22,0.1,454.53,0,0,0,0,0,
254553201.99,0,0,0,0,454.74,0,0,0,0,0,
254553199.98,5.22,0.1,6.02,1.79,349.73,0,0,0,0,0,
254553197.96,0.03,0,0,0,454.66,0,0,0,0,0,
